Price,GBPUSD,DXY,Gold_Price,SP500
Ticker,GBPUSD=X,DX-Y.NYB,GC=F,^GSPC
Date,,,,
2021-01-01,1.3673007488250732,89.87999725341797,1944.699951171875,3700.64990234375
2021-01-04,1.3684196472167969,89.87999725341797,1944.699951171875,3700.64990234375
2021-01-05,1.3571596145629883,89.44000244140625,1952.699951171875,3726.860107421875
2021-01-06,1.3629549741744995,89.52999877929688,1906.9000244140625,3748.139892578125
2021-01-07,1.3625277280807495,89.83000183105469,1912.300048828125,3803.7900390625
2021-01-08,1.3569625616073608,90.0999984741211,1834.0999755859375,3824.679931640625
2021-01-11,1.3516253232955933,90.54000091552734,1849.5999755859375,3799.610107421875
2021-01-12,1.3524113893508911,90.05000305175781,1842.9000244140625,3801.18994140625
2021-01-13,1.3670539855957031,90.31999969482422,1853.5999755859375,3809.840087890625
2021-01-14,1.364926815032959,90.23999786376953,1850.300048828125,3795.5400390625
2021-01-15,1.3683634996414185,90.77999877929688,1829.300048828125,3768.25
2021-01-18,1.357533574104309,90.77999877929688,1829.300048828125,3768.25
2021-01-19,1.3581236600875854,90.5,1839.5,3798.909912109375
2021-01-20,1.3644241094589233,90.47000122070312,1865.9000244140625,3851.85009765625
2021-01-21,1.3668484687805176,90.12999725341797,1865.300048828125,3853.070068359375
2021-01-22,1.3729474544525146,90.23999786376953,1855.699951171875,3841.469970703125
2021-01-25,1.3688204288482666,90.38999938964844,1854.9000244140625,3855.360107421875
2021-01-26,1.3678992986679077,90.16999816894531,1850.699951171875,3849.6201171875
2021-01-27,1.374154806137085,90.6500015258789,1844.9000244140625,3750.77001953125
2021-01-28,1.3669419288635254,90.45999908447266,1837.9000244140625,3787.3798828125
2021-01-29,1.3725008964538574,90.58000183105469,1847.300048828125,3714.239990234375
2021-02-01,1.3697690963745117,91.0199966430664,1860.800048828125,3773.860107421875
2021-02-02,1.3678767681121826,91.19999694824219,1830.5,3826.31005859375
2021-02-03,1.3659336566925049,91.12000274658203,1832.199951171875,3830.169921875
2021-02-04,1.364908218383789,91.52999877929688,1788.9000244140625,3871.739990234375
2021-02-05,1.3676148653030396,91.04000091552734,1810.9000244140625,3886.830078125
2021-02-08,1.3738716840744019,90.93000030517578,1831.9000244140625,3915.590087890625
2021-02-09,1.374570369720459,90.44000244140625,1835.300048828125,3911.22998046875
2021-02-10,1.3817994594573975,90.37000274658203,1840.5999755859375,3909.8798828125
2021-02-11,1.3832597732543945,90.41999816894531,1824.9000244140625,3916.3798828125
2021-02-12,1.381024718284607,90.4800033569336,1821.5999755859375,3934.830078125
2021-02-15,1.3871549367904663,90.4800033569336,1821.5999755859375,3934.830078125
2021-02-16,1.3914785385131836,90.51000213623047,1797.199951171875,3932.590087890625
2021-02-17,1.388811707496643,90.94999694824219,1771.0999755859375,3931.330078125
2021-02-18,1.3866355419158936,90.58999633789062,1773.4000244140625,3913.969970703125
2021-02-19,1.3967455625534058,90.36000061035156,1775.800048828125,3906.7099609375
2021-02-22,1.403114914894104,90.01000213623047,1806.699951171875,3876.5
2021-02-23,1.4071228504180908,90.16999816894531,1804.4000244140625,3881.3701171875
2021-02-24,1.412030577659607,90.18000030517578,1796.4000244140625,3925.429931640625
2021-02-25,1.4148274660110474,90.12999725341797,1774.4000244140625,3829.340087890625
2021-02-26,1.4008152484893799,90.93000030517578,1728.0999755859375,3811.14990234375
2021-03-01,1.3972529172897339,91.04000091552734,1722.5,3901.820068359375
2021-03-02,1.3929517269134521,90.79000091552734,1733.0999755859375,3870.2900390625
2021-03-03,1.3954981565475464,90.94999694824219,1715.300048828125,3819.719970703125
2021-03-04,1.3926994800567627,91.62999725341797,1700.199951171875,3768.469970703125
2021-03-05,1.3894098997116089,91.9800033569336,1698.0,3841.93994140625
2021-03-08,1.385367751121521,92.30999755859375,1677.699951171875,3821.35009765625
2021-03-09,1.3823610544204712,91.95999908447266,1716.5999755859375,3875.43994140625
2021-03-10,1.3890432119369507,91.79000091552734,1721.5,3898.81005859375
2021-03-11,1.3931456804275513,91.41999816894531,1722.300048828125,3939.340087890625
2021-03-12,1.3989927768707275,91.68000030517578,1719.5,3943.340087890625
2021-03-15,1.3929517269134521,91.83000183105469,1728.9000244140625,3968.93994140625
2021-03-16,1.3899120092391968,91.87000274658203,1730.5999755859375,3962.7099609375
2021-03-17,1.3902212381362915,91.4000015258789,1726.800048828125,3974.1201171875
2021-03-18,1.3975849151611328,91.8499984741211,1732.199951171875,3915.4599609375
2021-03-19,1.3925055265426636,91.91999816894531,1741.4000244140625,3913.10009765625
2021-03-22,1.3832597732543945,91.80000305175781,1737.800048828125,3940.590087890625
2021-03-23,1.3862512111663818,92.33999633789062,1724.699951171875,3910.52001953125
2021-03-24,1.3730417490005493,92.52999877929688,1732.9000244140625,3889.139892578125
2021-03-25,1.3688879013061523,92.87999725341797,1724.9000244140625,3909.52001953125
2021-03-26,1.374910593032837,92.7699966430664,1732.199951171875,3974.5400390625
2021-03-29,1.3791011571884155,92.94000244140625,1712.0999755859375,3971.090087890625
2021-03-30,1.3775053024291992,93.30000305175781,1683.9000244140625,3958.550048828125
2021-03-31,1.3746649026870728,93.2300033569336,1713.800048828125,3972.889892578125
2021-04-01,1.3786258697509766,92.93000030517578,1726.5,4019.8701171875
2021-04-02,1.383508563041687,92.93000030517578,1726.5,4019.8701171875
2021-04-05,1.383125901222229,92.5999984741211,1727.0,4077.909912109375
2021-04-06,1.3914011716842651,92.33999633789062,1741.5,4073.93994140625
2021-04-07,1.383125901222229,92.45999908447266,1740.0999755859375,4079.949951171875
2021-04-08,1.3743815422058105,92.05999755859375,1756.800048828125,4097.169921875
2021-04-09,1.373437762260437,92.16000366210938,1743.300048828125,4128.7998046875
2021-04-12,1.3712154626846313,92.13999938964844,1731.199951171875,4127.990234375
2021-04-13,1.3753834962844849,91.8499984741211,1746.199951171875,4141.58984375
2021-04-14,1.3759700059890747,91.69000244140625,1734.9000244140625,4124.66015625
2021-04-15,1.3779228925704956,91.66999816894531,1765.4000244140625,4170.419921875
2021-04-16,1.3785498142242432,91.55999755859375,1779.0,4185.47021484375
2021-04-19,1.3818453550338745,91.06999969482422,1769.4000244140625,4163.259765625
2021-04-20,1.3993842601776123,91.23999786376953,1777.300048828125,4134.93994140625
2021-04-21,1.3938837051391602,91.16000366210938,1792.300048828125,4173.419921875
2021-04-22,1.3931845426559448,91.33000183105469,1781.199951171875,4134.97998046875
2021-04-23,1.3840255737304688,90.86000061035156,1777.0,4180.169921875
2021-04-26,1.3866355419158936,90.80999755859375,1779.199951171875,4187.6201171875
2021-04-27,1.3895643949508667,90.91000366210938,1778.0,4186.72021484375
2021-04-28,1.390356421470642,90.61000061035156,1773.199951171875,4183.18017578125
2021-04-29,1.395673394203186,90.61000061035156,1768.0999755859375,4211.47021484375
2021-04-30,1.3952839374542236,91.27999877929688,1767.300048828125,4181.169921875
2021-05-03,1.3819791078567505,90.94999694824219,1791.4000244140625,4192.66015625
2021-05-04,1.3903758525848389,91.29000091552734,1775.800048828125,4164.66015625
2021-05-05,1.388811707496643,91.30999755859375,1784.0999755859375,4167.58984375
2021-05-06,1.3909753561019897,90.94999694824219,1815.5,4201.6201171875
2021-05-07,1.389854073524475,90.2300033569336,1831.0999755859375,4232.60009765625
2021-05-10,1.4041197299957275,90.20999908447266,1837.5,4188.43017578125
2021-05-11,1.4131278991699219,90.13999938964844,1835.9000244140625,4152.10009765625
2021-05-12,1.4138271808624268,90.70999908447266,1822.5999755859375,4063.0400390625
2021-05-13,1.4063708782196045,90.75,1823.800048828125,4112.5
2021-05-14,1.4050863981246948,90.31999969482422,1837.9000244140625,4173.85009765625
2021-05-17,1.4101786613464355,90.22000122070312,1867.5,4163.2900390625
2021-05-18,1.4148674011230469,89.75,1867.800048828125,4127.830078125
2021-05-19,1.41880202293396,90.19000244140625,1881.300048828125,4115.68017578125
2021-05-20,1.4106162786483765,89.80999755859375,1881.800048828125,4159.1201171875
2021-05-21,1.4185603857040405,90.0199966430664,1876.699951171875,4155.85986328125
2021-05-24,1.4142870903015137,89.83000183105469,1884.5999755859375,4197.0498046875
2021-05-25,1.415608525276184,89.63999938964844,1898.0999755859375,4188.1298828125
2021-05-26,1.4143872261047363,90.04000091552734,1901.300048828125,4195.990234375
2021-05-27,1.4116119146347046,89.97000122070312,1895.699951171875,4200.8798828125
2021-05-28,1.4203739166259766,90.02999877929688,1902.5,4204.10986328125
2021-05-31,1.4180374145507812,90.02999877929688,1902.5,4204.10986328125
2021-06-01,1.4226775169372559,89.83000183105469,1902.9000244140625,4202.0400390625
2021-06-02,1.4157087802886963,89.9000015258789,1907.5,4208.1201171875
2021-06-03,1.4171934127807617,90.5,1871.199951171875,4192.85009765625
2021-06-04,1.4109944105148315,90.13999938964844,1889.800048828125,4229.89013671875
2021-06-07,1.4164307117462158,89.94999694824219,1896.800048828125,4226.52001953125
2021-06-08,1.41765558719635,90.08000183105469,1892.199951171875,4227.259765625
2021-06-09,1.414987564086914,90.12000274658203,1893.199951171875,4219.5498046875
2021-06-10,1.4112334251403809,90.08000183105469,1894.199951171875,4239.18017578125
2021-06-11,1.4170126914978027,90.55999755859375,1877.4000244140625,4247.43994140625
2021-06-14,1.411930799484253,90.5199966430664,1864.0,4255.14990234375
2021-06-15,1.4109944105148315,90.54000091552734,1854.5,4246.58984375
2021-06-16,1.4081531763076782,91.12999725341797,1859.5,4223.7001953125
2021-06-17,1.3990709781646729,91.88999938964844,1773.800048828125,4221.85986328125
2021-06-18,1.3938642740249634,92.2300033569336,1767.9000244140625,4166.4501953125
2021-06-21,1.381711721420288,91.86000061035156,1781.800048828125,4224.7900390625
2021-06-22,1.392540454864502,91.7300033569336,1776.300048828125,4246.43994140625
2021-06-23,1.3949919939041138,91.80000305175781,1782.300048828125,4241.83984375
2021-06-24,1.3967455625534058,91.81999969482422,1775.5999755859375,4266.490234375
2021-06-25,1.3916915655136108,91.80999755859375,1776.5999755859375,4280.7001953125
2021-06-28,1.389506459236145,91.87999725341797,1779.5999755859375,4290.60986328125
2021-06-29,1.3879058361053467,92.05000305175781,1762.800048828125,4291.7998046875
2021-06-30,1.3842746019363403,92.44000244140625,1770.800048828125,4297.5
2021-07-01,1.3829153776168823,92.5999984741211,1775.9000244140625,4319.93994140625
2021-07-02,1.3759511709213257,92.2300033569336,1782.5999755859375,4352.33984375
2021-07-05,1.383125901222229,92.2300033569336,1782.5999755859375,4352.33984375
2021-07-06,1.3856172561645508,92.55000305175781,1793.5,4343.5400390625
2021-07-07,1.3805670738220215,92.63999938964844,1801.5,4358.1298828125
2021-07-08,1.3801099061965942,92.36000061035156,1799.5999755859375,4320.81982421875
2021-07-09,1.3790820837020874,92.12999725341797,1810.0,4369.5498046875
2021-07-12,1.3899506330490112,92.2300033569336,1805.5,4384.6298828125
2021-07-13,1.3886960744857788,92.75,1809.4000244140625,4369.2099609375
2021-07-14,1.3806052207946777,92.41000366210938,1824.300048828125,4374.2998046875
2021-07-15,1.385809302330017,92.62000274658203,1828.4000244140625,4360.02978515625
2021-07-16,1.3829728364944458,92.69000244140625,1814.5,4327.16015625
2021-07-19,1.3763866424560547,92.88999938964844,1808.699951171875,4258.490234375
2021-07-20,1.3669979572296143,92.97000122070312,1810.9000244140625,4323.06005859375
2021-07-21,1.3633265495300293,92.75,1802.9000244140625,4358.68994140625
2021-07-22,1.3714035749435425,92.81999969482422,1805.0,4367.47998046875
2021-07-23,1.377389669418335,92.91000366210938,1801.4000244140625,4411.7900390625
2021-07-26,1.3757808208465576,92.6500015258789,1798.699951171875,4422.2998046875
2021-07-27,1.3829153776168823,92.43000030517578,1799.5,4401.4599609375
2021-07-28,1.3882719278335571,92.31999969482422,1799.5,4400.64013671875
2021-07-29,1.3906852006912231,91.86000061035156,1831.199951171875,4419.14990234375
2021-07-30,1.3964334726333618,92.16999816894531,1812.5999755859375,4395.259765625
2021-08-02,1.3896223306655884,92.05000305175781,1818.0999755859375,4387.16015625
2021-08-03,1.3892748355865479,92.08000183105469,1810.0999755859375,4423.14990234375
2021-08-04,1.391788363456726,92.2699966430664,1810.5,4402.66015625
2021-08-05,1.3890432119369507,92.23999786376953,1805.0999755859375,4429.10009765625
2021-08-06,1.3927576541900635,92.80000305175781,1760.0,4436.52001953125
2021-08-09,1.3868471384048462,92.94999694824219,1723.4000244140625,4432.35009765625
2021-08-10,1.3849073648452759,93.05999755859375,1728.800048828125,4436.75
2021-08-11,1.3836042881011963,92.91000366210938,1750.4000244140625,4442.41015625
2021-08-12,1.3866932392120361,93.04000091552734,1749.0,4460.830078125
2021-08-13,1.3811582326889038,92.5199966430664,1775.199951171875,4468.0
2021-08-16,1.3863856792449951,92.62999725341797,1786.9000244140625,4479.7099609375
2021-08-17,1.3842746019363403,93.12999725341797,1785.0,4448.080078125
2021-08-18,1.3740416765213013,93.13999938964844,1781.5999755859375,4400.27001953125
2021-08-19,1.3743815422058105,93.56999969482422,1780.199951171875,4405.7998046875
2021-08-20,1.3630849123001099,93.5,1781.0,4441.669921875
2021-08-23,1.3625277280807495,92.95999908447266,1803.199951171875,4479.52978515625
2021-08-24,1.37247633934021,92.88999938964844,1805.5999755859375,4486.22998046875
2021-08-25,1.3725517988204956,92.83000183105469,1788.199951171875,4496.18994140625
2021-08-26,1.3766520023345947,93.05999755859375,1792.199951171875,4470.0
2021-08-27,1.3702384233474731,92.69000244140625,1816.5999755859375,4509.3701171875
2021-08-30,1.3762996196746826,92.6500015258789,1809.0,4528.7900390625
2021-08-31,1.376045823097229,92.62999725341797,1815.0,4522.68017578125
2021-09-01,1.3753398656845093,92.44999694824219,1813.0999755859375,4524.08984375
2021-09-02,1.3771638870239258,92.2300033569336,1808.699951171875,4536.9501953125
2021-09-03,1.383680820465088,92.04000091552734,1830.9000244140625,4535.43017578125
2021-09-06,1.3859245777130127,92.04000091552734,1830.9000244140625,4535.43017578125
2021-09-07,1.3839489221572876,92.5199966430664,1795.9000244140625,4520.02978515625
2021-09-08,1.3779798746109009,92.6500015258789,1790.699951171875,4514.06982421875
2021-09-09,1.3767657279968262,92.4800033569336,1797.4000244140625,4493.27978515625
2021-09-10,1.3839681148529053,92.58000183105469,1789.5999755859375,4458.580078125
2021-09-13,1.3840830326080322,92.62000274658203,1792.0,4468.72998046875
2021-09-14,1.3838149309158325,92.6500015258789,1804.699951171875,4443.0498046875
2021-09-15,1.381024718284607,92.48999786376953,1792.4000244140625,4480.7001953125
2021-09-16,1.3848881721496582,92.86000061035156,1754.5999755859375,4473.75
2021-09-17,1.3797005414962769,93.19999694824219,1749.4000244140625,4432.990234375
2021-09-20,1.3729662895202637,93.23999786376953,1761.800048828125,4357.72998046875
2021-09-21,1.366269588470459,93.19999694824219,1776.0,4354.18994140625
2021-09-22,1.3657469749450684,93.45999908447266,1776.699951171875,4395.64013671875
2021-09-23,1.3617113828659058,93.0999984741211,1747.699951171875,4448.97998046875
2021-09-24,1.3722503185272217,93.33000183105469,1749.699951171875,4455.47998046875
2021-09-27,1.3669044971466064,93.37999725341797,1750.0,4443.10986328125
2021-09-28,1.3701633214950562,93.7699966430664,1735.800048828125,4352.6298828125
2021-09-29,1.354224443435669,94.33999633789062,1721.5,4359.4599609375
2021-09-30,1.3426424264907837,94.25,1755.300048828125,4307.5400390625
2021-10-01,1.346982717514038,94.04000091552734,1757.0,4357.0400390625
2021-10-04,1.3570915460586548,93.80999755859375,1766.199951171875,4300.4599609375
2021-10-05,1.3607479333877563,93.9800033569336,1759.5999755859375,4345.72021484375
2021-10-06,1.3627691268920898,94.2699966430664,1760.5,4363.5498046875
2021-10-07,1.3592127561569214,94.22000122070312,1757.9000244140625,4399.759765625
2021-10-08,1.3620266914367676,94.06999969482422,1756.300048828125,4391.33984375
2021-10-11,1.361655831336975,94.31999969482422,1754.5999755859375,4361.18994140625
2021-10-12,1.3590649366378784,94.5199966430664,1758.300048828125,4350.64990234375
2021-10-13,1.3578838109970093,94.08000183105469,1793.699951171875,4363.7998046875
2021-10-14,1.366923213005066,93.95999908447266,1796.699951171875,4438.259765625
2021-10-15,1.3668859004974365,93.94000244140625,1767.199951171875,4471.3701171875
2021-10-18,1.376159429550171,93.94999694824219,1764.800048828125,4486.4599609375
2021-10-19,1.373645305633545,93.79000091552734,1769.699951171875,4519.6298828125
2021-10-20,1.3793197870254517,93.55999755859375,1784.0999755859375,4536.18994140625
2021-10-21,1.3822999000549316,93.7699966430664,1781.199951171875,4549.77978515625
2021-10-22,1.379120111465454,93.61000061035156,1795.5,4544.89990234375
2021-10-25,1.3762730360031128,93.80999755859375,1806.0,4566.47998046875
2021-10-26,1.37644362449646,93.94999694824219,1792.699951171875,4574.7900390625
2021-10-27,1.3766140937805176,93.86000061035156,1797.9000244140625,4551.68017578125
2021-10-28,1.3732868432998657,93.3499984741211,1801.5999755859375,4596.419921875
2021-10-29,1.380071759223938,94.12000274658203,1783.0,4605.3798828125
2021-11-01,1.36832594871521,93.87999725341797,1795.0999755859375,4613.669921875
2021-11-02,1.365541934967041,94.08999633789062,1788.699951171875,4630.64990234375
2021-11-03,1.3617392778396606,93.86000061035156,1763.5999755859375,4660.56982421875
2021-11-04,1.3694878816604614,94.3499984741211,1793.0,4680.06005859375
2021-11-05,1.3508602380752563,94.31999969482422,1816.4000244140625,4697.52978515625
2021-11-08,1.349127173423767,94.05000305175781,1827.4000244140625,4701.7001953125
2021-11-09,1.3564507961273193,93.95999908447266,1830.199951171875,4685.25
2021-11-10,1.3560001850128174,94.8499984741211,1847.5999755859375,4646.7099609375
2021-11-11,1.3412736654281616,95.18000030517578,1863.199951171875,4649.27001953125
2021-11-12,1.3366482257843018,95.12999725341797,1867.9000244140625,4682.85009765625
2021-11-15,1.341705560684204,95.41000366210938,1866.0999755859375,4682.7998046875
2021-11-16,1.3408420085906982,95.91999816894531,1853.5999755859375,4700.89990234375
2021-11-17,1.3424620628356934,95.83000183105469,1869.699951171875,4688.669921875
2021-11-18,1.34916353225708,95.54000091552734,1861.0,4704.5400390625
2021-11-19,1.3499648571014404,96.06999969482422,1851.199951171875,4697.9599609375
2021-11-22,1.3434540033340454,96.5,1806.0,4682.93994140625
2021-11-23,1.3397642374038696,96.48999786376953,1783.5,4690.7001953125
2021-11-24,1.337595820426941,96.83999633789062,1784.0999755859375,4701.4599609375
2021-11-25,1.333066701889038,96.83999633789062,1784.0999755859375,4701.4599609375
2021-11-26,1.331416130065918,96.08999633789062,1785.300048828125,4594.6201171875
2021-11-29,1.334098219871521,96.33999633789062,1782.300048828125,4655.27001953125
2021-11-30,1.3315047025680542,95.98999786376953,1773.5999755859375,4567.0
2021-12-01,1.3295927047729492,96.05000305175781,1781.5999755859375,4513.0400390625
2021-12-02,1.3280000686645508,96.12999725341797,1760.699951171875,4577.10009765625
2021-12-03,1.3299994468688965,96.12000274658203,1782.0,4538.43017578125
2021-12-06,1.3237318992614746,96.29000091552734,1777.5,4591.669921875
2021-12-07,1.326435923576355,96.37000274658203,1782.5999755859375,4686.75
2021-12-08,1.3246086835861206,95.88999938964844,1783.4000244140625,4701.2099609375
2021-12-09,1.3210039138793945,96.2699966430664,1774.5999755859375,4667.4501953125
2021-12-10,1.3224014043807983,96.05000305175781,1782.9000244140625,4712.02001953125
2021-12-13,1.3257148265838623,96.31999969482422,1786.300048828125,4668.97021484375
2021-12-14,1.3213530778884888,96.56999969482422,1770.4000244140625,4634.08984375
2021-12-15,1.323050618171692,96.51000213623047,1762.5999755859375,4709.85009765625
2021-12-16,1.3263126611709595,96.04000091552734,1796.5999755859375,4668.669921875
2021-12-17,1.3323739767074585,96.56999969482422,1803.800048828125,4620.64013671875
2021-12-20,1.3229438066482544,96.55000305175781,1793.699951171875,4568.02001953125
2021-12-21,1.3210004568099976,96.48999786376953,1787.9000244140625,4649.22998046875
2021-12-22,1.3269639015197754,96.08000183105469,1801.5999755859375,4696.56005859375
2021-12-23,1.3352025747299194,96.0199966430664,1811.199951171875,4725.7900390625
2021-12-24,1.3406623601913452,96.0199966430664,1811.199951171875,4725.7900390625
2021-12-27,1.3404303789138794,96.08999633789062,1808.0999755859375,4791.18994140625
2021-12-28,1.344266653060913,96.19999694824219,1810.199951171875,4786.35009765625
2021-12-29,1.3433277606964111,95.93000030517578,1805.0999755859375,4793.06005859375
2021-12-30,1.349879264831543,95.97000122070312,1812.699951171875,4778.72998046875
2021-12-31,1.349837303161621,95.66999816894531,1827.5,4766.18017578125
2022-01-03,1.3522284030914307,96.23999786376953,1799.4000244140625,4796.56005859375
2022-01-04,1.3483266830444336,96.29000091552734,1814.0,4793.5400390625
2022-01-05,1.353143334388733,96.19000244140625,1824.5999755859375,4700.580078125
2022-01-06,1.3555645942687988,96.25,1788.699951171875,4696.0498046875
2022-01-07,1.353363037109375,95.73999786376953,1797.0,4677.02978515625
2022-01-10,1.3592311143875122,95.98999786376953,1798.4000244140625,4670.2900390625
2022-01-11,1.3580313920974731,95.62000274658203,1818.5999755859375,4713.06982421875
2022-01-12,1.3633265495300293,95.0,1827.199951171875,4726.35009765625
2022-01-13,1.3709993362426758,94.79000091552734,1821.199951171875,4659.02978515625
2022-01-14,1.3713659048080444,95.16999816894531,1816.5,4662.85009765625
2022-01-17,1.367353081703186,95.16999816894531,1816.5,4662.85009765625
2022-01-18,1.364800214767456,95.7300033569336,1812.300048828125,4577.10986328125
2022-01-19,1.3600261211395264,95.51000213623047,1843.0999755859375,4532.759765625
2022-01-20,1.3608589172363281,95.73999786376953,1842.5,4482.72998046875
2022-01-21,1.359767198562622,95.63999938964844,1831.800048828125,4397.93994140625
2022-01-24,1.3555830717086792,95.91999816894531,1841.699951171875,4410.1298828125
2022-01-25,1.3489269018173218,95.94999694824219,1852.699951171875,4356.4501953125
2022-01-26,1.3510775566101074,96.48999786376953,1829.9000244140625,4349.93017578125
2022-01-27,1.3468012809753418,97.26000213623047,1793.300048828125,4326.509765625
2022-01-28,1.3388315439224243,97.2699966430664,1784.9000244140625,4431.85009765625
2022-01-31,1.3403388261795044,96.54000091552734,1795.0,4515.5498046875
2022-02-01,1.3445378541946411,96.38999938964844,1800.300048828125,4546.5400390625
2022-02-02,1.352539300918579,95.94000244140625,1809.199951171875,4589.3798828125
2022-02-03,1.3565024137496948,95.37999725341797,1803.0,4477.43994140625
2022-02-04,1.359841227531433,95.4800033569336,1806.5999755859375,4500.52978515625
2022-02-07,1.3533447980880737,95.4000015258789,1820.5999755859375,4483.8701171875
2022-02-08,1.353780746459961,95.63999938964844,1826.5999755859375,4521.5400390625
2022-02-09,1.3547565937042236,95.48999786376953,1835.199951171875,4587.18017578125
2022-02-10,1.3533265590667725,95.55000305175781,1836.199951171875,4504.080078125
2022-02-11,1.3551788330078125,96.08000183105469,1840.800048828125,4418.64013671875
2022-02-14,1.3569625616073608,96.37000274658203,1868.0,4401.669921875
2022-02-15,1.3532898426055908,95.98999786376953,1854.800048828125,4471.06982421875
2022-02-16,1.3541145324707031,95.69999694824219,1870.199951171875,4475.009765625
2022-02-17,1.3584926128387451,95.80000305175781,1900.699951171875,4380.259765625
2022-02-18,1.3618782758712769,96.04000091552734,1898.5999755859375,4348.8701171875
2022-02-21,1.359342098236084,96.04000091552734,1898.5999755859375,4348.8701171875
2022-02-22,1.3596007823944092,96.02999877929688,1906.0999755859375,4304.759765625
2022-02-23,1.3589357137680054,96.19000244140625,1909.199951171875,4225.5
2022-02-24,1.3545730113983154,97.13999938964844,1925.0999755859375,4288.7001953125
2022-02-25,1.337327480316162,96.62000274658203,1886.5,4384.64990234375
2022-02-28,1.337327480316162,96.70999908447266,1899.4000244140625,4373.93994140625
2022-03-01,1.3422818183898926,97.41000366210938,1942.4000244140625,4306.259765625
2022-03-02,1.3335111141204834,97.38999938964844,1920.9000244140625,4386.5400390625
